boro,month,awnd,prcp,snow,tmax,tmin,wsf2,wt01,wt02,wt03,wt04,wt06,wt08,holiday,crime_type,weekday,value
STATEN ISLAND,8,1,0,0,77,63,17,0,0,0,0,0,0,0,other,1,2
STATEN ISLAND,7,0,0,0,87,69,10.1,1,0,0,0,0,1,0,violent,3,13
STATEN ISLAND,6,0,0,0,76,69,10.1,0,0,0,0,0,0,0,theft_property,2,7
QUEENS,8,1,0,0,81,66,14.1,0,0,0,0,0,0,0,other,7,34
STATEN ISLAND,6,1,0,0,73,58,17,1,0,0,0,0,0,0,violent,6,2
BROOKLYN,9,0,0,0,74,61,8.9,0,0,0,0,0,0,0,theft_property,7,33
STATEN ISLAND,7,0,0,0,85,65,10.1,0,0,0,0,0,1,0,theft_property,2,9
BRONX,8,0,0,0,74,65,8.9,1,0,0,0,0,0,0,other,6,14
STATEN ISLAND,9,0,0,0,81,61,14.1,1,0,0,0,0,1,0,other,5,16
MANHATTAN,8,0,1,0,90,70,15,1,0,0,0,0,1,0,other,1,14
STATEN ISLAND,7,0,0,0,83,67,12.1,1,0,0,0,0,0,0,violent,4,15
BROOKLYN,8,0,0,0,85,70,10.1,1,0,0,0,0,1,0,theft_property,5,72
QUEENS,8,0,0,0,86,67,15,0,0,0,0,0,0,0,theft_property,6,34
STATEN ISLAND,8,0,0,0,87,74,12.1,1,0,1,0,0,1,0,other,4,16
STATEN ISLAND,5,1,0,0,85,66,18.1,1,0,1,0,0,0,0,theft_property,2,3
STATEN ISLAND,7,0,0,0,85,65,10.1,0,0,0,0,0,1,0,other,2,6
STATEN ISLAND,6,0,1,0,81,61,12.1,1,1,1,0,0,1,0,theft_property,1,3
QUEENS,8,1,0,0,76,64,14.1,0,0,0,0,0,0,0,theft_property,7,25
BRONX,8,1,0,0,77,63,17,0,0,0,0,0,0,0,theft_property,1,15
STATEN ISLAND,8,0,0,0,81,65,14.1,0,0,0,0,0,0,0,other,5,8
QUEENS,9,0,1,0,74,69,8.9,1,0,1,0,0,0,1,violent,2,29
STATEN ISLAND,7,0,0,0,85,71,8.9,0,0,0,0,0,0,0,other,3,11
STATEN ISLAND,8,1,0,0,81,69,13,0,0,0,0,0,0,0,other,7,5
STATEN ISLAND,7,0,0,0,89,76,13,0,0,0,0,0,0,0,other,1,5
MANHATTAN,8,1,0,0,74,61,15,0,0,0,0,0,0,0,theft_property,2,61
STATEN ISLAND,7,0,0,0,90,74,13,0,0,0,0,0,1,1,other,5,7
STATEN ISLAND,8,0,0,0,81,65,14.1,0,0,0,0,0,0,0,theft_property,5,9
STATEN ISLAND,7,0,0,0,87,75,10.1,0,0,0,0,0,0,0,theft_property,4,9
BROOKLYN,9,0,1,0,74,69,8.9,1,0,1,0,0,0,1,theft_property,2,22
STATEN ISLAND,8,0,1,0,84,69,13,1,1,1,0,0,0,0,theft_property,4,10
BRONX,8,1,0,0,76,64,14.1,0,0,0,0,0,0,0,theft_property,7,26
STATEN ISLAND,7,0,0,0,86,72,15,0,0,0,0,0,0,0,violent,1,5
STATEN ISLAND,6,0,0,0,89,71,10.1,0,0,0,0,0,0,0,other,5,4
BROOKLYN,8,0,1,0,90,71,19.9,1,0,1,0,0,1,0,theft_property,5,40
STATEN ISLAND,9,0,1,0,74,69,8.9,1,0,1,0,0,0,1,other,2,4
STATEN ISLAND,5,1,0,0,85,66,18.1,1,0,1,0,0,0,0,other,2,5
STATEN ISLAND,8,0,0,0,85,68,12.1,0,0,0,0,0,0,0,theft_property,2,4
QUEENS,9,1,1,0,67,58,19.9,1,0,0,0,0,1,0,theft_property,6,36
STATEN ISLAND,7,0,1,0,87,73,12.1,1,0,1,0,0,0,0,other,5,7
STATEN ISLAND,9,1,0,0,88,69,13,0,0,0,0,0,0,0,theft_property,4,10
STATEN ISLAND,7,1,0,0,88,71,13,1,0,0,0,0,0,0,other,1,3
STATEN ISLAND,9,1,0,0,72,57,16.1,0,0,0,0,0,0,0,violent,6,7
STATEN ISLAND,8,0,0,0,79,68,8.9,0,0,0,0,0,0,0,violent,6,2
STATEN ISLAND,7,0,0,0,95,80,14.1,0,0,1,0,0,0,0,violent,1,9
QUEENS,10,0,1,0,63,55,13,1,0,0,0,0,1,0,other,3,36
STATEN ISLAND,6,1,0,0,83,69,21,0,0,0,0,0,0,0,theft_property,1,4
STATEN ISLAND,6,1,0,0,79,61,15,0,0,0,0,0,1,0,violent,7,8
STATEN ISLAND,6,0,0,0,89,73,10.1,0,0,0,0,0,0,0,violent,6,3
MANHATTAN,10,0,0,0,61,45,13,0,0,0,0,0,0,0,violent,7,43
STATEN ISLAND,10,0,1,0,63,55,13,1,0,0,0,0,1,0,theft_property,3,5
BROOKLYN,10,0,1,0,59,49,14.1,1,0,0,0,0,0,0,violent,1,25
STATEN ISLAND,8,0,0,0,86,67,15,0,0,0,0,0,0,0,other,6,7
STATEN ISLAND,7,0,0,0,90,74,13,0,0,0,0,0,1,1,theft_property,5,4
BROOKLYN,9,0,0,0,78,56,10.1,0,0,0,0,0,0,0,theft_property,6,37
BRONX,10,0,0,0,60,43,8.9,0,0,0,0,0,0,0,theft_property,7,31
STATEN ISLAND,9,1,0,0,89,70,13,1,0,0,0,0,0,0,theft_property,2,12
BROOKLYN,10,1,0,0,66,50,18.1,1,0,0,0,0,0,0,other,6,30
STATEN ISLAND,8,0,0,0,75,62,8.1,0,0,0,0,0,0,0,violent,3,8
MANHATTAN,10,1,0,0,57,51,23,0,0,0,0,0,0,0,other,5,39
STATEN ISLAND,9,0,0,0,86,67,10.1,0,0,0,0,0,1,0,violent,1,9
STATEN ISLAND,8,0,1,0,90,70,15,1,0,0,0,0,1,0,violent,1,9
STATEN ISLAND,6,1,0,0,81,63,16.1,1,0,0,0,0,1,0,other,7,2
STATEN ISLAND,10,1,1,0,66,52,21,1,0,0,0,0,0,0,other,4,11
STATEN ISLAND,10,0,0,0,65,52,10.1,0,0,0,0,0,0,0,other,6,10
QUEENS,9,0,0,0,76,59,10.1,0,0,0,0,0,0,0,violent,6,43
BROOKLYN,9,0,0,0,82,68,8.9,0,0,0,0,0,0,0,other,1,37
STATEN ISLAND,9,1,0,0,76,62,16.1,0,0,0,0,0,0,0,violent,3,11
MANHATTAN,10,0,0,0,72,58,15,0,0,0,0,0,0,1,violent,2,28
BRONX,9,1,0,0,89,70,13,1,0,0,0,0,0,0,other,2,20
STATEN ISLAND,8,0,0,0,87,73,8.9,1,0,0,0,0,0,0,violent,7,12
STATEN ISLAND,8,0,0,0,84,73,8.9,0,0,0,0,0,0,0,theft_property,6,7
STATEN ISLAND,8,0,0,0,87,74,12.1,1,0,1,0,0,1,0,violent,4,15
STATEN ISLAND,7,0,0,0,90,76,10.1,0,0,1,0,0,0,0,theft_property,7,3
BROOKLYN,10,0,0,0,72,58,15,0,0,0,0,0,0,1,other,2,26
STATEN ISLAND,10,0,0,0,79,59,13,1,0,0,0,0,0,0,other,2,9
BRONX,10,1,1,0,66,52,21,1,0,0,0,0,0,0,other,4,32
STATEN ISLAND,10,1,0,0,93,63,14.1,1,0,0,0,0,0,0,violent,4,10
STATEN ISLAND,7,0,1,0,87,70,14.1,1,0,1,0,0,0,0,other,4,8
STATEN ISLAND,9,0,0,0,78,63,12.1,0,0,0,0,0,0,0,other,1,8
STATEN ISLAND,9,0,0,0,78,63,12.1,0,0,0,0,0,0,0,violent,1,6
MANHATTAN,9,0,0,0,84,61,6.9,0,0,0,0,0,0,0,other,7,28
STATEN ISLAND,9,0,0,0,86,67,10.1,0,0,0,0,0,1,0,theft_property,1,10
STATEN ISLAND,6,0,0,0,91,72,14.1,1,0,1,0,0,0,0,other,7,5
STATEN ISLAND,8,1,0,0,76,64,14.1,0,0,0,0,0,0,0,other,7,9
BRONX,10,0,0,0,65,52,10.1,0,0,0,0,0,0,0,other,6,29
BRONX,10,1,0,0,66,50,18.1,1,0,0,0,0,0,0,violent,6,33
STATEN ISLAND,9,0,0,0,82,68,8.9,0,0,0,0,0,0,0,theft_property,1,6
BRONX,9,0,0,0,76,59,10.1,0,0,0,0,0,0,0,other,6,17
BROOKLYN,9,0,0,0,78,56,10.1,0,0,0,0,0,0,0,other,6,40
STATEN ISLAND,9,0,0,0,82,65,8.9,0,0,0,0,0,0,0,violent,7,4
STATEN ISLAND,7,0,1,0,93,73,14.1,1,0,1,0,0,0,0,theft_property,4,9
STATEN ISLAND,8,0,0,0,84,67,16.1,1,0,1,0,0,1,0,other,5,10
MANHATTAN,9,1,0,0,76,63,15,0,0,0,0,0,0,0,other,3,34
QUEENS,9,0,0,0,82,68,8.9,0,0,0,0,0,0,0,other,1,39
BROOKLYN,10,0,0,0,67,50,12.1,0,0,0,0,0,0,0,other,5,56
BROOKLYN,9,0,0,0,82,65,8.9,0,0,0,0,0,0,0,violent,7,41
STATEN ISLAND,8,1,0,0,74,61,15,0,0,0,0,0,0,0,theft_property,2,5
STATEN ISLAND,6,0,0,0,81,60,15,0,0,0,0,0,0,0,other,7,5
STATEN ISLAND,10,0,0,0,79,59,13,1,0,0,0,0,0,0,theft_property,2,9
BRONX,10,0,0,0,64,51,8.9,0,0,0,0,0,0,0,other,3,29
QUEENS,10,0,0,0,63,52,12.1,0,0,0,0,0,0,0,violent,7,38
STATEN ISLAND,10,1,1,0,59,51,17,1,0,0,0,0,0,0,other,4,12
STATEN ISLAND,6,1,0,0,80,65,15,0,0,0,0,0,0,0,theft_property,1,3
STATEN ISLAND,10,0,0,0,72,58,15,0,0,0,0,0,0,1,violent,2,4
STATEN ISLAND,10,0,0,0,70,57,10.1,0,0,0,0,0,0,0,other,1,4
MANHATTAN,9,1,0,0,71,60,14.1,0,0,0,0,0,0,0,other,2,25
STATEN ISLAND,10,0,1,0,59,49,14.1,1,0,0,0,0,0,0,theft_property,1,5
BROOKLYN,9,1,0,0,71,60,14.1,0,0,0,0,0,0,0,violent,2,30
STATEN ISLAND,6,0,0,0,83,64,12.1,0,0,0,0,0,0,0,other,1,6
MANHATTAN,10,1,0,0,66,50,18.1,1,0,0,0,0,0,0,violent,6,33
BRONX,9,1,0,0,80,65,14.1,0,0,0,0,0,0,0,other,1,28
MANHATTAN,9,1,0,0,80,65,14.1,0,0,0,0,0,0,0,other,1,24
STATEN ISLAND,9,0,0,0,78,56,10.1,0,0,0,0,0,0,0,other,6,14
QUEENS,9,0,0,0,86,67,10.1,0,0,0,0,0,1,0,other,1,31
STATEN ISLAND,8,0,0,0,74,65,8.9,1,0,0,0,0,0,0,other,6,5
BRONX,9,0,0,0,82,68,8.9,0,0,0,0,0,0,0,other,1,24
MANHATTAN,10,0,0,0,70,57,10.1,0,0,0,0,0,0,0,theft_property,1,24
STATEN ISLAND,7,0,1,0,87,73,12.1,1,0,1,0,0,0,0,theft_property,5,5
STATEN ISLAND,8,0,0,0,79,71,10.1,1,0,0,0,0,0,0,violent,3,11
STATEN ISLAND,10,1,1,0,63,53,15,1,0,0,0,0,0,0,violent,5,6
STATEN ISLAND,8,0,0,0,87,74,12.1,1,0,1,0,0,1,0,theft_property,4,10
STATEN ISLAND,8,0,0,0,79,71,8.9,1,0,0,0,0,1,0,theft_property,3,16
STATEN ISLAND,10,1,0,0,57,51,23,0,0,0,0,0,0,0,violent,5,16
STATEN ISLAND,8,0,0,0,79,71,10.1,1,0,0,0,0,0,0,other,3,4
QUEENS,9,0,0,0,82,68,8.9,0,0,0,0,0,0,0,violent,1,33
STATEN ISLAND,8,0,0,0,88,75,8.9,0,0,0,0,0,0,0,other,3,9
STATEN ISLAND,10,1,0,0,64,57,16.1,1,0,0,0,0,0,0,other,3,15
MANHATTAN,10,0,0,0,60,43,8.9,0,0,0,0,0,0,0,other,7,17
QUEENS,9,0,0,0,79,58,8.9,0,0,0,0,0,0,0,violent,4,39
BROOKLYN,9,0,0,0,77,68,12.1,0,0,0,0,0,0,0,other,2,23
STATEN ISLAND,9,1,0,0,71,60,14.1,0,0,0,0,0,0,0,other,2,7
MANHATTAN,10,0,1,0,59,49,14.1,1,0,0,0,0,0,0,other,1,20
BROOKLYN,10,0,1,0,59,49,14.1,1,0,0,0,0,0,0,theft_property,1,33
STATEN ISLAND,10,1,0,0,71,53,17,0,0,0,0,0,0,0,theft_property,5,7
STATEN ISLAND,8,0,0,0,87,70,8.9,1,0,0,0,0,0,0,theft_property,5,8
BRONX,8,1,0,0,81,69,13,0,0,0,0,0,0,0,other,7,24
STATEN ISLAND,9,0,0,0,76,59,10.1,0,0,0,0,0,0,0,theft_property,6,8
STATEN ISLAND,7,0,0,0,85,72,12.1,0,0,0,0,0,0,0,theft_property,7,2
BRONX,9,0,0,0,77,68,12.1,0,0,0,0,0,0,0,theft_property,2,38
STATEN ISLAND,10,0,0,0,64,51,8.9,0,0,0,0,0,0,0,theft_property,3,6
STATEN ISLAND,7,0,1,0,74,67,12.1,1,0,0,0,0,0,0,violent,3,8
STATEN ISLAND,7,0,1,0,87,70,14.1,1,0,1,0,0,0,0,violent,4,6
STATEN ISLAND,8,0,0,0,84,73,10.1,1,0,0,0,0,1,0,violent,4,9
STATEN ISLAND,8,0,1,0,90,71,19.9,1,0,1,0,0,1,0,theft_property,5,6
STATEN ISLAND,8,1,0,0,81,69,13,0,0,0,0,0,0,0,theft_property,7,5
STATEN ISLAND,8,0,0,0,87,69,12.1,1,0,0,0,0,0,0,other,1,9
STATEN ISLAND,8,0,0,0,84,67,16.1,1,0,1,0,0,1,0,violent,5,10
STATEN ISLAND,7,0,0,0,78,68,8.1,1,0,0,0,0,0,0,theft_property,2,8
QUEENS,9,0,0,0,77,68,12.1,0,0,0,0,0,0,0,violent,2,46
STATEN ISLAND,8,0,0,0,87,69,12.1,1,0,0,0,0,0,0,violent,1,4
STATEN ISLAND,9,0,0,0,84,61,6.9,0,0,0,0,0,0,0,violent,7,7
STATEN ISLAND,9,0,0,0,76,59,10.1,0,0,0,0,0,0,0,violent,6,9
STATEN ISLAND,9,0,0,0,82,68,8.9,0,0,0,0,0,0,0,other,1,5
STATEN ISLAND,10,0,0,0,72,58,15,0,0,0,0,0,0,1,theft_property,2,3
STATEN ISLAND,9,1,0,0,80,65,14.1,0,0,0,0,0,0,0,violent,1,7
STATEN ISLAND,8,0,0,0,85,68,12.1,0,0,0,0,0,0,0,other,2,9
STATEN ISLAND,10,0,0,0,70,57,10.1,0,0,0,0,0,0,0,theft_property,1,5
STATEN ISLAND,9,0,0,0,79,58,8.9,0,0,0,0,0,0,0,theft_property,4,9
STATEN ISLAND,10,0,0,0,64,51,8.9,0,0,0,0,0,0,0,other,3,10
STATEN ISLAND,6,1,0,0,78,60,14.1,0,0,0,0,0,0,0,violent,1,2
STATEN ISLAND,8,1,0,0,81,66,14.1,0,0,0,0,0,0,0,other,7,8
STATEN ISLAND,8,0,0,0,85,70,10.1,1,0,0,0,0,1,0,theft_property,5,9
QUEENS,11,0,0,0,45,34,12.1,0,0,0,0,0,0,0,theft_property,7,28
STATEN ISLAND,9,1,0,0,76,63,15,0,0,0,0,0,0,0,other,3,16
QUEENS,11,0,0,0,51,37,12.1,0,0,0,0,0,0,0,violent,6,46
STATEN ISLAND,8,0,0,0,74,67,10.1,1,0,0,0,0,1,0,other,4,6
BROOKLYN,12,1,0,0,38,30,15,0,0,0,0,0,0,0,theft_property,7,30
BROOKLYN,10,0,0,0,59,54,8.9,1,0,0,0,0,0,0,theft_property,3,46
STATEN ISLAND,10,0,0,0,61,45,13,0,0,0,0,0,0,0,theft_property,7,3
BRONX,11,1,0,0,34,23,18.1,0,0,0,0,0,0,0,other,4,27
QUEENS,11,1,1,0,46,40,17,1,0,0,0,0,0,0,violent,1,33
BRONX,12,1,0,1,36,30,17,1,0,0,0,0,0,0,theft_property,3,28
STATEN ISLAND,12,0,0,0,46,28,10.1,0,0,0,0,0,0,0,other,1,6
STATEN ISLAND,11,1,0,0,49,40,16.1,0,0,0,0,0,0,0,violent,4,15
BRONX,11,1,1,0,42,37,15,1,0,0,0,0,1,0,theft_property,2,42
STATEN ISLAND,9,0,0,0,87,68,12.1,0,0,1,0,0,0,0,violent,4,18
BRONX,12,1,0,0,50,34,19.9,0,0,0,0,0,0,0,other,6,25
QUEENS,11,1,0,0,53,37,23,0,0,0,0,0,0,1,violent,5,27
STATEN ISLAND,9,0,0,0,81,61,14.1,1,0,0,0,0,1,0,theft_property,5,5
STATEN ISLAND,12,1,0,0,38,30,15,0,0,0,0,0,0,0,theft_property,7,4
QUEENS,12,1,0,0,50,34,19.9,0,0,0,0,0,0,0,other,6,30
MANHATTAN,12,1,0,0,39,32,13,0,0,0,0,0,1,0,other,4,65
STATEN ISLAND,9,0,0,0,70,52,8.9,0,0,0,0,0,0,0,violent,5,22
BRONX,12,1,1,1,37,31,19.9,1,0,0,0,0,0,0,other,2,17
STATEN ISLAND,8,0,0,0,90,72,13,0,0,1,0,0,0,0,theft_property,2,7
BRONX,11,1,0,0,34,23,18.1,0,0,0,0,0,0,0,theft_property,4,38
MANHATTAN,12,1,0,0,50,34,19.9,0,0,0,0,0,0,0,other,6,38
MANHATTAN,11,0,0,0,57,41,13,1,0,0,0,0,0,0,violent,5,54
BRONX,11,0,0,0,45,34,12.1,0,0,0,0,0,0,0,other,7,32
MANHATTAN,12,0,1,0,55,42,14.1,1,0,0,0,0,0,0,violent,2,24
STATEN ISLAND,8,0,0,0,87,70,8.9,1,0,0,0,0,0,0,other,5,7
BRONX,11,0,0,0,41,27,12.1,0,0,0,0,0,0,0,theft_property,7,39
STATEN ISLAND,10,0,0,0,59,54,8.9,1,0,0,0,0,0,0,violent,3,7
STATEN ISLAND,8,0,1,0,84,69,13,1,1,1,0,0,0,0,violent,4,7
BROOKLYN,12,1,1,1,37,31,19.9,1,0,0,0,0,0,0,theft_property,2,27
STATEN ISLAND,10,0,0,0,67,55,12.1,0,0,0,0,0,0,0,other,7,4
STATEN ISLAND,9,1,0,0,80,65,14.1,0,0,0,0,0,0,0,other,1,5
STATEN ISLAND,9,0,0,0,70,52,8.9,0,0,0,0,0,0,0,other,5,7
STATEN ISLAND,11,0,0,0,62,46,10.1,0,0,0,0,0,0,1,other,2,11
STATEN ISLAND,9,0,0,0,76,66,12.1,1,0,0,0,0,0,0,theft_property,3,4
BROOKLYN,11,0,0,0,51,38,14.1,0,0,0,0,0,0,0,other,1,34
STATEN ISLAND,11,0,0,0,45,34,12.1,0,0,0,0,0,0,0,violent,7,9
QUEENS,9,0,0,0,79,58,8.9,0,0,0,0,0,0,0,other,4,27
STATEN ISLAND,11,1,0,0,53,37,23,0,0,0,0,0,0,1,other,5,4
STATEN ISLAND,11,0,0,0,53,40,10.1,0,0,0,0,0,0,0,other,7,10
STATEN ISLAND,8,0,0,0,80,63,12.1,0,0,0,0,0,0,0,violent,1,3
BRONX,11,0,0,0,53,39,12.1,0,0,0,0,0,0,0,theft_property,5,45
MANHATTAN,12,1,1,1,37,31,19.9,1,0,0,0,0,0,0,other,2,22
BRONX,11,0,0,0,54,42,13,0,0,0,0,0,0,0,theft_property,1,26
STATEN ISLAND,8,0,1,0,90,70,15,1,0,0,0,0,1,0,theft_property,1,3
STATEN ISLAND,8,0,0,0,79,71,10.1,1,0,0,0,0,0,0,theft_property,3,5
BROOKLYN,11,0,0,0,59,49,21.9,0,0,0,0,0,0,0,other,4,31
STATEN ISLAND,9,0,0,0,76,66,12.1,1,0,0,0,0,0,0,other,3,10
MANHATTAN,10,1,0,0,64,55,19.9,0,0,0,0,0,0,0,other,6,29
STATEN ISLAND,9,0,0,0,78,56,10.1,0,0,0,0,0,0,0,violent,6,7
STATEN ISLAND,9,1,0,0,72,57,16.1,0,0,0,0,0,0,0,theft_property,6,9
MANHATTAN,11,0,0,0,61,51,10.1,0,0,0,0,0,0,0,violent,3,41
MANHATTAN,11,0,0,0,51,37,12.1,0,0,0,0,0,0,0,other,6,29
QUEENS,9,0,1,0,74,69,8.9,1,0,1,0,0,0,1,theft_property,2,12
BRONX,10,0,0,0,59,54,8.9,1,0,0,0,0,0,0,other,3,35
BRONX,11,0,0,0,56,41,13,0,0,0,0,0,0,0,theft_property,2,29
STATEN ISLAND,9,0,0,0,74,61,8.9,0,0,0,0,0,0,0,violent,7,3
STATEN ISLAND,10,1,1,0,63,53,15,1,0,0,0,0,0,0,theft_property,5,9
STATEN ISLAND,8,0,0,0,83,68,14.1,1,0,1,0,0,0,0,theft_property,6,4
STATEN ISLAND,9,1,0,0,69,57,13,0,0,0,0,0,0,0,violent,4,8
STATEN ISLAND,9,1,0,0,80,65,14.1,0,0,0,0,0,0,0,theft_property,1,3
STATEN ISLAND,11,1,1,0,46,40,17,1,0,0,0,0,0,0,other,1,5
QUEENS,11,0,0,0,53,39,12.1,0,0,0,0,0,0,0,other,5,23
STATEN ISLAND,11,1,0,0,41,29,18.1,0,0,0,0,0,0,0,other,6,4
QUEENS,11,0,0,0,45,28,12.1,0,0,0,0,0,0,0,violent,5,49
STATEN ISLAND,11,1,0,0,43,30,19.9,0,0,0,0,0,0,0,violent,1,8
QUEENS,11,1,0,0,57,25,17,1,0,0,0,0,0,0,other,3,27
STATEN ISLAND,11,0,0,0,61,44,10.1,0,0,0,0,0,0,0,violent,3,18
MANHATTAN,11,0,0,0,45,34,12.1,0,0,0,0,0,0,0,other,7,32
BRONX,9,1,0,0,69,57,13,0,0,0,0,0,0,0,theft_property,4,41
STATEN ISLAND,11,1,0,0,53,39,13,0,0,0,0,0,0,0,violent,2,6
STATEN ISLAND,12,1,1,1,37,31,19.9,1,0,0,0,0,0,0,other,2,8
STATEN ISLAND,11,1,0,0,34,23,18.1,0,0,0,0,0,0,0,other,4,9
STATEN ISLAND,10,0,0,0,79,59,13,1,0,0,0,0,0,0,violent,2,7
STATEN ISLAND,9,1,0,0,76,63,15,0,0,0,0,0,0,0,theft_property,3,7
MANHATTAN,11,1,0,0,41,29,18.1,0,0,0,0,0,0,0,other,6,32
STATEN ISLAND,9,1,0,0,74,65,15,0,0,0,0,0,0,0,violent,5,6
STATEN ISLAND,11,0,0,0,41,27,12.1,0,0,0,0,0,0,0,theft_property,7,4
STATEN ISLAND,9,0,0,0,78,64,12.1,0,0,0,0,0,0,0,violent,2,10
STATEN ISLAND,10,0,0,0,72,58,15,0,0,0,0,0,0,1,other,2,6
STATEN ISLAND,12,1,0,0,42,36,19.9,0,0,0,0,0,0,0,other,5,11
STATEN ISLAND,11,1,0,0,41,29,18.1,0,0,0,0,0,0,0,theft_property,6,6
STATEN ISLAND,10,1,0,0,66,50,18.1,1,0,0,0,0,0,0,violent,6,2
MANHATTAN,11,1,0,0,53,39,13,0,0,0,0,0,0,0,other,2,27
STATEN ISLAND,7,0,0,0,88,69,8.9,0,0,0,0,0,0,0,theft_property,6,7
BRONX,12,0,1,0,55,42,14.1,1,0,0,0,0,0,0,other,2,12
STATEN ISLAND,12,1,0,0,50,34,19.9,0,0,0,0,0,0,0,other,6,10
STATEN ISLAND,11,1,0,0,43,30,19.9,0,0,0,0,0,0,0,theft_property,1,7
QUEENS,11,0,0,0,53,40,10.1,0,0,0,0,0,0,0,theft_property,7,14
BRONX,11,0,0,0,62,46,10.1,0,0,0,0,0,0,1,other,2,20
STATEN ISLAND,9,0,1,0,74,69,8.9,1,0,1,0,0,0,1,violent,2,3
STATEN ISLAND,10,0,0,0,67,55,12.1,0,0,0,0,0,0,0,theft_property,7,4
STATEN ISLAND,7,0,0,0,85,72,12.1,0,0,0,0,0,0,0,violent,7,1
STATEN ISLAND,8,0,0,0,86,67,15,0,0,0,0,0,0,0,violent,6,5
STATEN ISLAND,12,1,0,1,36,30,17,1,0,0,0,0,0,0,theft_property,3,8
QUEENS,10,1,0,0,64,57,16.1,1,0,0,0,0,0,0,other,3,23
STATEN ISLAND,9,0,0,0,82,65,8.9,0,0,0,0,0,0,0,other,7,8
BRONX,12,1,0,0,50,34,19.9,0,0,0,0,0,0,0,theft_property,6,35
STATEN ISLAND,10,1,0,0,66,50,18.1,1,0,0,0,0,0,0,theft_property,6,2
QUEENS,12,0,1,0,55,42,14.1,1,0,0,0,0,0,0,other,2,28
STATEN ISLAND,11,0,0,0,45,28,12.1,0,0,0,0,0,0,0,theft_property,5,5
MANHATTAN,11,1,0,0,42,31,19.9,0,0,0,0,0,0,0,theft_property,7,37
STATEN ISLAND,9,0,0,0,75,56,14.1,1,0,0,0,0,0,0,violent,7,8
STATEN ISLAND,8,0,0,0,74,67,10.1,1,0,0,0,0,1,0,violent,4,5
BRONX,11,1,1,0,46,40,17,1,0,0,0,0,0,0,violent,1,26
STATEN ISLAND,11,0,0,0,62,46,10.1,0,0,0,0,0,0,1,theft_property,2,9
BRONX,12,1,0,0,38,30,15,0,0,0,0,0,0,0,other,7,18
STATEN ISLAND,11,1,1,0,42,37,15,1,0,0,0,0,1,0,theft_property,2,7
QUEENS,10,0,0,0,72,58,15,0,0,0,0,0,0,1,other,2,18
BROOKLYN,11,0,0,0,54,42,13,0,0,0,0,0,0,0,other,1,29
STATEN ISLAND,12,1,0,0,39,32,13,0,0,0,0,0,1,0,other,4,8
MANHATTAN,11,0,0,0,55,39,10.1,0,0,0,0,0,1,0,violent,5,108
MANHATTAN,7,0,0,0,94,77,12.1,0,0,0,0,0,0,0,violent,5,68
BRONX,11,1,0,0,61,41,13,0,0,0,0,0,0,0,violent,1,51
MANHATTAN,8,0,1,0,82,71,12.1,1,0,0,0,0,0,0,violent,4,69
QUEENS,5,0,0,0,73,56,16.1,1,0,0,0,0,0,0,violent,6,68
QUEENS,5,1,0,0,75,62,19.9,1,0,0,0,0,0,0,violent,3,76
BROOKLYN,2,1,0,0,40,30,14.1,0,0,0,0,0,0,0,theft_property,7,97
BROOKLYN,4,0,1,0,60,52,12.1,1,0,0,0,0,0,0,violent,4,110
BROOKLYN,6,0,0,0,75,62,10.1,1,0,0,0,0,0,0,violent,6,72
MANHATTAN,10,0,0,0,72,61,10.1,0,0,0,0,0,0,0,violent,3,89
BRONX,8,0,1,0,90,73,14.1,1,0,0,0,0,1,0,violent,3,129
BRONX,6,0,0,0,75,58,15,1,0,0,0,0,0,0,other,3,51
BRONX,9,0,1,0,79,70,10.1,1,0,1,0,0,0,0,violent,3,67
BROOKLYN,10,0,0,0,75,57,8.9,1,0,0,0,0,1,0,violent,6,106
STATEN ISLAND,11,0,0,0,53,38,14.1,0,0,0,0,0,0,0,violent,5,12
BROOKLYN,4,1,0,0,65,51,12.1,0,0,0,0,0,0,0,violent,7,81
BROOKLYN,9,0,0,0,90,74,10.1,1,0,0,0,0,1,0,violent,7,88
BRONX,12,1,1,0,46,33,15,1,0,0,0,0,0,0,violent,5,66
QUEENS,1,0,0,0,46,21,14.1,0,0,0,0,0,0,0,violent,3,86
BROOKLYN,12,1,0,0,50,29,17,1,0,0,0,0,1,0,violent,3,101
STATEN ISLAND,8,0,0,0,82,63,8.1,0,0,0,0,0,0,0,violent,6,16
QUEENS,10,1,0,0,70,62,12.1,1,0,0,0,0,1,0,violent,5,78
BRONX,7,0,0,0,82,69,8.1,0,0,0,0,0,0,0,other,6,30
BRONX,8,0,0,0,80,69,13,1,0,0,0,0,0,0,violent,2,48
MANHATTAN,5,0,0,0,79,58,10.1,0,0,0,0,0,0,0,theft_property,2,71
BROOKLYN,6,0,0,0,85,70,10.1,1,0,0,0,0,0,0,violent,1,88
BROOKLYN,2,1,0,0,47,33,16.1,0,0,0,0,0,0,0,violent,4,116
BRONX,7,0,0,0,78,64,8.9,0,0,0,0,0,0,0,violent,1,74
BRONX,3,1,0,0,52,33,14.1,0,0,0,0,0,0,0,violent,2,69
MANHATTAN,9,0,0,0,84,62,8.1,0,0,0,0,0,0,0,violent,3,93
BROOKLYN,10,1,0,0,74,67,16.1,1,0,0,0,0,0,0,violent,3,87
MANHATTAN,9,1,1,0,79,59,16.1,1,0,0,0,0,0,0,violent,4,70
